aspect,class,components,fill,image,mask,mask_area_ratio,method,new_image,new_mask,score,selection_score,source
8.9565,균열,1,0.1743,data/crack_only_gan_optimized_1100/train/B/00821_crackseg_train_crackseg_train_3399.rf.daaa2de2dc905758d6a1ed4fd96d77fb.jpg,data/crack_only_gan_optimized_1100/train/mask/00821_crackseg_train_crackseg_train_3399.rf.daaa2de2dc905758d6a1ed4fd96d77fb.png,0.019086,crackseg_train,B_0107.png,B_0107.png,0.9899,-0.03436370861388502,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3399.rf.daaa2de2dc905758d6a1ed4fd96d77fb.jpg
8.8085,균열,1,0.2264,data/crack_only_gan_optimized_1100/train/B/00490_crackseg_train_crackseg_train_3593.rf.cdf167ceec84c25ccf16a0b37d9c7fa7.jpg,data/crack_only_gan_optimized_1100/train/mask/00490_crackseg_train_crackseg_train_3593.rf.cdf167ceec84c25ccf16a0b37d9c7fa7.png,0.025454,crackseg_train,B_0108.png,B_0108.png,0.9478,-0.03159870866249932,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3593.rf.cdf167ceec84c25ccf16a0b37d9c7fa7.jpg
7.5636,균열,1,0.1516,data/crack_only_gan_optimized_1100/train/B/00354_crackseg_train_crackseg_train_3817.rf.05fc40db04a66b60bec06eca6bcbadad.jpg,data/crack_only_gan_optimized_1100/train/mask/00354_crackseg_train_crackseg_train_3817.rf.05fc40db04a66b60bec06eca6bcbadad.png,0.020040,crackseg_train,B_0109.png,B_0109.png,0.9996,-0.030469084857926307,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3817.rf.05fc40db04a66b60bec06eca6bcbadad.jpg
8.1569,균열,1,0.1595,data/crack_only_gan_optimized_1100/train/B/00515_crackseg_train_crackseg_train_3450.rf.f61bd2f631bcaa0c3f4f82409fd461a6.jpg,data/crack_only_gan_optimized_1100/train/mask/00515_crackseg_train_crackseg_train_3450.rf.f61bd2f631bcaa0c3f4f82409fd461a6.png,0.019549,crackseg_train,B_0110.png,B_0110.png,0.9951,-0.02953759256528339,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3450.rf.f61bd2f631bcaa0c3f4f82409fd461a6.jpg
6.4844,균열,1,0.1358,data/crack_only_gan_optimized_1100/train/B/00759_crackseg_train_crackseg_train_1800.rf.1a42535eaa146b337d9b9e3e6767f4da.jpg,data/crack_only_gan_optimized_1100/train/mask/00759_crackseg_train_crackseg_train_1800.rf.1a42535eaa146b337d9b9e3e6767f4da.png,0.020837,crackseg_train,B_0111.png,B_0111.png,0.9911,-0.029519069499335845,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/1800.rf.1a42535eaa146b337d9b9e3e6767f4da.jpg
9.8810,균열,1,0.2651,data/crack_only_gan_optimized_1100/train/B/00949_crackseg_train_crackseg_train_1938.rf.29a01a948d1a06fcd8b3d19ebfa4dc09.jpg,data/crack_only_gan_optimized_1100/train/mask/00949_crackseg_train_crackseg_train_1938.rf.29a01a948d1a06fcd8b3d19ebfa4dc09.png,0.026697,crackseg_train,B_0112.png,B_0112.png,0.9375,-0.02824431498006265,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/1938.rf.29a01a948d1a06fcd8b3d19ebfa4dc09.jpg
8.3200,균열,1,0.1610,data/crack_only_gan_optimized_1100/train/B/00623_crackseg_train_crackseg_train_3555.rf.79fa60d1966b3d9d22db172ad579a206.jpg,data/crack_only_gan_optimized_1100/train/mask/00623_crackseg_train_crackseg_train_3555.rf.79fa60d1966b3d9d22db172ad579a206.png,0.019352,crackseg_train,B_0113.png,B_0113.png,0.9929,-0.0272076579671168,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3555.rf.79fa60d1966b3d9d22db172ad579a206.jpg
8.7660,균열,1,0.1693,data/crack_only_gan_optimized_1100/train/B/00893_crackseg_train_crackseg_train_3115.rf.684043331c51656b502e2f9348bba12c.jpg,data/crack_only_gan_optimized_1100/train/mask/00893_crackseg_train_crackseg_train_3115.rf.684043331c51656b502e2f9348bba12c.png,0.018948,crackseg_train,B_0114.png,B_0114.png,0.9883,-0.02501235560707321,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3115.rf.684043331c51656b502e2f9348bba12c.jpg
6.3385,균열,1,0.1343,data/crack_only_gan_optimized_1100/train/B/00741_crackseg_train_crackseg_train_2012.rf.a47b732b7c257d11b47db7209478f76f.jpg,data/crack_only_gan_optimized_1100/train/mask/00741_crackseg_train_crackseg_train_2012.rf.a47b732b7c257d11b47db7209478f76f.png,0.020785,crackseg_train,B_0115.png,B_0115.png,0.9917,-0.02419942757508531,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2012.rf.a47b732b7c257d11b47db7209478f76f.jpg
9.6744,균열,1,0.2581,data/crack_only_gan_optimized_1100/train/B/00940_crackseg_train_crackseg_train_1936.rf.6fd5ec02f6059c2395f90ec3e2f8bb9b.jpg,data/crack_only_gan_optimized_1100/train/mask/00940_crackseg_train_crackseg_train_1936.rf.6fd5ec02f6059c2395f90ec3e2f8bb9b.png,0.026679,crackseg_train,B_0116.png,B_0116.png,0.9376,-0.02350971427725694,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/1936.rf.6fd5ec02f6059c2395f90ec3e2f8bb9b.jpg
6.4844,균열,2,0.1380,data/crack_only_gan_optimized_1100/train/B/00912_crackseg_train_crackseg_train_1972.rf.c39706d09c198157a9844bfa64b01303.jpg,data/crack_only_gan_optimized_1100/train/mask/00912_crackseg_train_crackseg_train_1972.rf.c39706d09c198157a9844bfa64b01303.png,0.021178,crackseg_train,B_0117.png,B_0117.png,0.9876,-0.02235029487246544,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/1972.rf.c39706d09c198157a9844bfa64b01303.jpg
9.9048,균열,1,0.2674,data/crack_only_gan_optimized_1100/train/B/01066_crackseg_train_crackseg_train_3087.rf.d68e484c7a87bb0d5b3c6efec325743e.jpg,data/crack_only_gan_optimized_1100/train/mask/01066_crackseg_train_crackseg_train_3087.rf.d68e484c7a87bb0d5b3c6efec325743e.png,0.026997,crackseg_train,B_0118.png,B_0118.png,0.9351,-0.021767858014956523,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3087.rf.d68e484c7a87bb0d5b3c6efec325743e.jpg
8.6170,균열,1,0.2339,data/crack_only_gan_optimized_1100/train/B/00571_crackseg_train_crackseg_train_2368.rf.095457f616463e4bd516a380bd748845.jpg,data/crack_only_gan_optimized_1100/train/mask/00571_crackseg_train_crackseg_train_2368.rf.095457f616463e4bd516a380bd748845.png,0.025726,crackseg_train,B_0119.png,B_0119.png,0.9455,-0.0200861948061649,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2368.rf.095457f616463e4bd516a380bd748845.jpg
8.3265,균열,1,0.1656,data/crack_only_gan_optimized_1100/train/B/00785_crackseg_train_crackseg_train_3115.rf.ed29da42fdc4cc83d97ab122239588be.jpg,data/crack_only_gan_optimized_1100/train/mask/00785_crackseg_train_crackseg_train_3115.rf.ed29da42fdc4cc83d97ab122239588be.png,0.019127,crackseg_train,B_0120.png,B_0120.png,0.9904,-0.01996852243255283,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3115.rf.ed29da42fdc4cc83d97ab122239588be.jpg
7.1552,균열,1,0.1440,data/crack_only_gan_optimized_1100/train/B/00336_crackseg_train_crackseg_train_2114.rf.6e4512a51a3d4e63fbf1bccfccd0e7a3.jpg,data/crack_only_gan_optimized_1100/train/mask/00336_crackseg_train_crackseg_train_2114.rf.6e4512a51a3d4e63fbf1bccfccd0e7a3.png,0.020028,crackseg_train,B_0121.png,B_0121.png,0.9997,-0.019861746721098708,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2114.rf.6e4512a51a3d4e63fbf1bccfccd0e7a3.jpg
6.7377,균열,1,0.1401,data/crack_only_gan_optimized_1100/train/B/00444_crackseg_train_crackseg_train_2397.rf.7de81e50f058ddef569bf9c9fb3e69a1.jpg,data/crack_only_gan_optimized_1100/train/mask/00444_crackseg_train_crackseg_train_2397.rf.7de81e50f058ddef569bf9c9fb3e69a1.png,0.020300,crackseg_train,B_0122.png,B_0122.png,0.9968,-0.018424481248126776,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2397.rf.7de81e50f058ddef569bf9c9fb3e69a1.jpg
7.0508,균열,1,0.1414,data/crack_only_gan_optimized_1100/train/B/00363_crackseg_train_crackseg_train_1800.rf.fded148a68cf3655de4335437d1a2059.jpg,data/crack_only_gan_optimized_1100/train/mask/00363_crackseg_train_crackseg_train_1800.rf.fded148a68cf3655de4335437d1a2059.png,0.020051,crackseg_train,B_0123.png,B_0123.png,0.9994,-0.01802177340046321,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/1800.rf.fded148a68cf3655de4335437d1a2059.jpg
7.0508,균열,1,0.1413,data/crack_only_gan_optimized_1100/train/B/00345_crackseg_train_crackseg_train_3523.rf.1c31e7b5e4ad33340aeec2a3f98bed72.jpg,data/crack_only_gan_optimized_1100/train/mask/00345_crackseg_train_crackseg_train_3523.rf.1c31e7b5e4ad33340aeec2a3f98bed72.png,0.020040,crackseg_train,B_0124.png,B_0124.png,0.9996,-0.01764908485792631,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3523.rf.1c31e7b5e4ad33340aeec2a3f98bed72.jpg
6.1642,균열,2,0.1330,data/crack_only_gan_optimized_1100/train/B/00966_crackseg_train_crackseg_train_2088.rf.8e15c2852ef4c9ba8ebf14735294402a.jpg,data/crack_only_gan_optimized_1100/train/mask/00966_crackseg_train_crackseg_train_2088.rf.8e15c2852ef4c9ba8ebf14735294402a.png,0.021265,crackseg_train,B_0125.png,B_0125.png,0.9867,-0.01708204897573265,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2088.rf.8e15c2852ef4c9ba8ebf14735294402a.jpg
6.2090,균열,1,0.1283,data/crack_only_gan_optimized_1100/train/B/00696_crackseg_train_crackseg_train_2021.rf.f7d3d486068cc70cc11fe323eaafdd30.jpg,data/crack_only_gan_optimized_1100/train/mask/00696_crackseg_train_crackseg_train_2021.rf.f7d3d486068cc70cc11fe323eaafdd30.png,0.020658,crackseg_train,B_0126.png,B_0126.png,0.9930,-0.01687413014698186,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2021.rf.f7d3d486068cc70cc11fe323eaafdd30.jpg
7.9200,균열,1,0.2202,data/crack_only_gan_optimized_1100/train/B/00364_crackseg_train_crackseg_train_3012.rf.486bccedd28dff1e3dd8d626a1e04561.jpg,data/crack_only_gan_optimized_1100/train/mask/00364_crackseg_train_crackseg_train_3012.rf.486bccedd28dff1e3dd8d626a1e04561.png,0.025194,crackseg_train,B_0127.png,B_0127.png,0.9500,-0.015883778578332952,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3012.rf.486bccedd28dff1e3dd8d626a1e04561.jpg
8.2600,균열,1,0.1597,data/crack_only_gan_optimized_1100/train/B/00857_crackseg_train_crackseg_train_3291.rf.6e867128372902eaced7b1999459f129.jpg,data/crack_only_gan_optimized_1100/train/mask/00857_crackseg_train_crackseg_train_3291.rf.6e867128372902eaced7b1999459f129.png,0.019052,crackseg_train,B_0128.png,B_0128.png,0.9895,-0.015824259227193757,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3291.rf.6e867128372902eaced7b1999459f129.jpg
6.2136,균열,3,0.1352,data/crack_only_gan_optimized_1100/train/B/00002_local_refined_local_균열_ref_01721_jpg.rf.d6ff797dc629acc2e8e5d2446d99e356.jpg,data/crack_only_gan_optimized_1100/train/mask/00002_local_refined_local_균열_ref_01721_jpg.rf.d6ff797dc629acc2e8e5d2446d99e356.png,0.021758,local_refined,B_0129.png,B_0129.png,0.9818,-0.015606384216373795,data/crack_only_square/train/B/균열_ref_01721_jpg.rf.d6ff797dc629acc2e8e5d2446d99e356.jpg
8.1569,균열,1,0.2076,data/crack_only_gan_optimized_1100/train/B/00481_crackseg_train_crackseg_train_3519.rf.ec9c059ea848af9567a6fbbe70cfbd1d.jpg,data/crack_only_gan_optimized_1100/train/mask/00481_crackseg_train_crackseg_train_3519.rf.ec9c059ea848af9567a6fbbe70cfbd1d.png,0.025454,crackseg_train,B_0130.png,B_0130.png,0.9478,-0.015308708662499296,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3519.rf.ec9c059ea848af9567a6fbbe70cfbd1d.jpg
7.9804,균열,1,0.2108,data/crack_only_gan_optimized_1100/train/B/00427_crackseg_test_crackseg_test_1957.rf.e4ee900c82e7bab356690f56f27959c6.jpg,data/crack_only_gan_optimized_1100/train/mask/00427_crackseg_test_crackseg_test_1957.rf.e4ee900c82e7bab356690f56f27959c6.png,0.025287,crackseg_test,B_0131.png,B_0131.png,0.9492,-0.015062815388659612,/home/lim-hyun-su/defect_synthesis/crack-seg/images/test/1957.rf.e4ee900c82e7bab356690f56f27959c6.jpg
6.2462,균열,1,0.1348,data/crack_only_gan_optimized_1100/train/B/00588_crackseg_train_crackseg_train_1962.rf.0247b9a12dcc7f1306b87dfe37a14283.jpg,data/crack_only_gan_optimized_1100/train/mask/00588_crackseg_train_crackseg_train_1962.rf.0247b9a12dcc7f1306b87dfe37a14283.png,0.020554,crackseg_train,B_0132.png,B_0132.png,0.9941,-0.014435525298967578,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/1962.rf.0247b9a12dcc7f1306b87dfe37a14283.jpg
7.3563,균열,4,0.1669,data/crack_only_gan_optimized_1100/train/B/00004_local_refined_local_균열_ref_01722_jpg.rf.e9bc4ce4685d8fd2767aa8fa4f3ce4af.jpg,data/crack_only_gan_optimized_1100/train/mask/00004_local_refined_local_균열_ref_01722_jpg.rf.e9bc4ce4685d8fd2767aa8fa4f3ce4af.png,0.022690,local_refined,B_0133.png,B_0133.png,0.9727,-0.014018300468267644,data/crack_only_square/train/B/균열_ref_01722_jpg.rf.e9bc4ce4685d8fd2767aa8fa4f3ce4af.jpg
9.4186,균열,1,0.2667,data/crack_only_gan_optimized_1100/train/B/01021_crackseg_train_crackseg_train_1660.rf.a979308110fe3eb4107823d25e9672a5.jpg,data/crack_only_gan_optimized_1100/train/mask/01021_crackseg_train_crackseg_train_1660.rf.a979308110fe3eb4107823d25e9672a5.png,0.026841,crackseg_train,B_0134.png,B_0134.png,0.9363,-0.013283724681085657,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/1660.rf.a979308110fe3eb4107823d25e9672a5.jpg
7.8491,균열,1,0.1514,data/crack_only_gan_optimized_1100/train/B/00659_crackseg_train_crackseg_train_3561.rf.d9cc727fbe93c7b7f07001ea8db7d3a4.jpg,data/crack_only_gan_optimized_1100/train/mask/00659_crackseg_train_crackseg_train_3561.rf.d9cc727fbe93c7b7f07001ea8db7d3a4.png,0.019283,crackseg_train,B_0135.png,B_0135.png,0.9921,-0.013177426496449013,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3561.rf.d9cc727fbe93c7b7f07001ea8db7d3a4.jpg
5.2000,균열,1,0.1108,data/crack_only_gan_optimized_1100/train/B/01011_crackseg_train_crackseg_train_1880.rf.aa08dfd2f203d6cdfbb10a67b99646ab.jpg,data/crack_only_gan_optimized_1100/train/mask/01011_crackseg_train_crackseg_train_1880.rf.aa08dfd2f203d6cdfbb10a67b99646ab.png,0.021317,crackseg_train,B_0136.png,B_0136.png,0.9862,-0.012604575010282087,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/1880.rf.aa08dfd2f203d6cdfbb10a67b99646ab.jpg
5.6438,균열,1,0.1206,data/crack_only_gan_optimized_1100/train/B/00795_crackseg_train_crackseg_train_3026.rf.1348496cbf09cd593e8685f0cbebd3b3.jpg,data/crack_only_gan_optimized_1100/train/mask/00795_crackseg_train_crackseg_train_3026.rf.1348496cbf09cd593e8685f0cbebd3b3.png,0.020953,crackseg_train,B_0137.png,B_0137.png,0.9899,-0.012208597551625872,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3026.rf.1348496cbf09cd593e8685f0cbebd3b3.jpg
6.8197,균열,1,0.1364,data/crack_only_gan_optimized_1100/train/B/00300_crackseg_train_crackseg_train_2004.rf.ec261ffa0ed0bf6e17267e3ffa4084e1.jpg,data/crack_only_gan_optimized_1100/train/mask/00300_crackseg_train_crackseg_train_2004.rf.ec261ffa0ed0bf6e17267e3ffa4084e1.png,0.020005,crackseg_train,B_0138.png,B_0138.png,0.9999,-0.010711362818073625,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2004.rf.ec261ffa0ed0bf6e17267e3ffa4084e1.jpg
7.8654,균열,1,0.1559,data/crack_only_gan_optimized_1100/train/B/00758_crackseg_train_crackseg_train_2062.rf.0cab155a2f1c991b29b625ec11429eac.jpg,data/crack_only_gan_optimized_1100/train/mask/00758_crackseg_train_crackseg_train_2062.rf.0cab155a2f1c991b29b625ec11429eac.png,0.019156,crackseg_train,B_0139.png,B_0139.png,0.9907,-0.009401793929330646,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2062.rf.0cab155a2f1c991b29b625ec11429eac.jpg
7.7925,균열,1,0.1518,data/crack_only_gan_optimized_1100/train/B/00713_crackseg_train_crackseg_train_2391.rf.ea135135afbdd23ddcb4d22890210a23.jpg,data/crack_only_gan_optimized_1100/train/mask/00713_crackseg_train_crackseg_train_2391.rf.ea135135afbdd23ddcb4d22890210a23.png,0.019196,crackseg_train,B_0140.png,B_0140.png,0.9911,-0.008903155914494199,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2391.rf.ea135135afbdd23ddcb4d22890210a23.jpg
7.6792,균열,1,0.2037,data/crack_only_gan_optimized_1100/train/B/00454_crackseg_train_crackseg_train_1824.rf.f75b64fe6dd94b2462e7edfc9cb5b44a.jpg,data/crack_only_gan_optimized_1100/train/mask/00454_crackseg_train_crackseg_train_1824.rf.f75b64fe6dd94b2462e7edfc9cb5b44a.png,0.025385,crackseg_train,B_0141.png,B_0141.png,0.9484,-0.00508260322332274,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/1824.rf.f75b64fe6dd94b2462e7edfc9cb5b44a.jpg
5.0864,균열,1,0.1097,data/crack_only_gan_optimized_1100/train/B/00876_crackseg_train_crackseg_train_3573.rf.ab2e0ee28572791f03299406bd50d3bc.jpg,data/crack_only_gan_optimized_1100/train/mask/00876_crackseg_train_crackseg_train_3573.rf.ab2e0ee28572791f03299406bd50d3bc.png,0.021155,crackseg_train,B_0142.png,B_0142.png,0.9878,-0.004677990028914794,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3573.rf.ab2e0ee28572791f03299406bd50d3bc.jpg
8.4286,균열,1,0.1589,data/crack_only_gan_optimized_1100/train/B/01073_crackseg_test_crackseg_test_3137.rf.a83bb9c7dcb0b1dab1a5bf818c423185.jpg,data/crack_only_gan_optimized_1100/train/mask/01073_crackseg_test_crackseg_test_3137.rf.a83bb9c7dcb0b1dab1a5bf818c423185.png,0.018578,crackseg_test,B_0143.png,B_0143.png,0.9840,-0.004103160544558684,/home/lim-hyun-su/defect_synthesis/crack-seg/images/test/3137.rf.a83bb9c7dcb0b1dab1a5bf818c423185.jpg
14.3448,균열,1,0.4353,data/crack_only_gan_optimized_1100/train/B/01013_crackseg_train_crackseg_train_3436.rf.cf4779544a4d16bf2b447d7785e84252.jpg,data/crack_only_gan_optimized_1100/train/mask/01013_crackseg_train_crackseg_train_3436.rf.cf4779544a4d16bf2b447d7785e84252.png,0.030343,crackseg_train,B_0144.png,B_0144.png,0.8719,-0.003257793223350014,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3436.rf.cf4779544a4d16bf2b447d7785e84252.jpg
7.5636,균열,1,0.1922,data/crack_only_gan_optimized_1100/train/B/00472_crackseg_train_crackseg_train_1846.rf.948ce4e07e107c7caae9ea983c8ae7fe.jpg,data/crack_only_gan_optimized_1100/train/mask/00472_crackseg_train_crackseg_train_1846.rf.948ce4e07e107c7caae9ea983c8ae7fe.png,0.025408,crackseg_train,B_0145.png,B_0145.png,0.9482,-0.0016199393908339355,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/1846.rf.948ce4e07e107c7caae9ea983c8ae7fe.jpg
6.1791,균열,1,0.1261,data/crack_only_gan_optimized_1100/train/B/00417_crackseg_train_crackseg_train_1903.rf.fcde61244262d1033370ebc1666d621d.jpg,data/crack_only_gan_optimized_1100/train/mask/00417_crackseg_train_crackseg_train_1903.rf.fcde61244262d1033370ebc1666d621d.png,0.020207,crackseg_train,B_0146.png,B_0146.png,0.9978,-0.0013948066874781423,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/1903.rf.fcde61244262d1033370ebc1666d621d.jpg
5.9429,균열,1,0.1211,data/crack_only_gan_optimized_1100/train/B/00489_crackseg_train_crackseg_train_3279.rf.06260392ae46611a6f3c146570d5f471.jpg,data/crack_only_gan_optimized_1100/train/mask/00489_crackseg_train_crackseg_train_3279.rf.06260392ae46611a6f3c146570d5f471.png,0.020381,crackseg_train,B_0147.png,B_0147.png,0.9959,-0.0012149166148523044,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3279.rf.06260392ae46611a6f3c146570d5f471.jpg
7.1724,균열,1,0.1394,data/crack_only_gan_optimized_1100/train/B/00560_crackseg_train_crackseg_train_3245.rf.2b9438565d9cadb209214e9a7742bccf.jpg,data/crack_only_gan_optimized_1100/train/mask/00560_crackseg_train_crackseg_train_3245.rf.2b9438565d9cadb209214e9a7742bccf.png,0.019433,crackseg_train,B_0148.png,B_0148.png,0.9938,-0.0011606290407628062,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3245.rf.2b9438565d9cadb209214e9a7742bccf.jpg
6.9167,균열,1,0.1364,data/crack_only_gan_optimized_1100/train/B/00470_crackseg_train_crackseg_train_2012.rf.6f6fe7fe1784032a150c2c4358a0e7dd.jpg,data/crack_only_gan_optimized_1100/train/mask/00470_crackseg_train_crackseg_train_2012.rf.6f6fe7fe1784032a150c2c4358a0e7dd.png,0.019629,crackseg_train,B_0149.png,B_0149.png,0.9960,-0.0011151472783071242,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2012.rf.6f6fe7fe1784032a150c2c4358a0e7dd.jpg
7.7925,균열,1,0.1498,data/crack_only_gan_optimized_1100/train/B/00902_crackseg_train_crackseg_train_3239.rf.234566ecb7b9b931f265e9a6bed20dfd.jpg,data/crack_only_gan_optimized_1100/train/mask/00902_crackseg_train_crackseg_train_3239.rf.234566ecb7b9b931f265e9a6bed20dfd.png,0.018948,crackseg_train,B_0150.png,B_0150.png,0.9883,-0.000674855607073227,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3239.rf.234566ecb7b9b931f265e9a6bed20dfd.jpg
7.0508,균열,1,0.1373,data/crack_only_gan_optimized_1100/train/B/00551_crackseg_train_crackseg_train_3184.rf.86639ead252659b70999de7dde3aa7aa.jpg,data/crack_only_gan_optimized_1100/train/mask/00551_crackseg_train_crackseg_train_3184.rf.86639ead252659b70999de7dde3aa7aa.png,0.019479,crackseg_train,B_0151.png,B_0151.png,0.9943,0.00038256925650669016,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3184.rf.86639ead252659b70999de7dde3aa7aa.jpg
6.1029,균열,2,0.1273,data/crack_only_gan_optimized_1100/train/B/00732_crackseg_train_crackseg_train_2038.rf.3523b0d321108679e8a4a9d1ec4f0d39.jpg,data/crack_only_gan_optimized_1100/train/mask/00732_crackseg_train_crackseg_train_2038.rf.3523b0d321108679e8a4a9d1ec4f0d39.png,0.020762,crackseg_train,B_0152.png,B_0152.png,0.9919,0.00042623938172042797,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2038.rf.3523b0d321108679e8a4a9d1ec4f0d39.jpg
4.9167,균열,1,0.1053,data/crack_only_gan_optimized_1100/train/B/01074_crackseg_train_crackseg_train_1758.rf.c02c845927456dd5f9276af9fca818ca.jpg,data/crack_only_gan_optimized_1100/train/mask/01074_crackseg_train_crackseg_train_1758.rf.c02c845927456dd5f9276af9fca818ca.png,0.021115,crackseg_train,B_0153.png,B_0153.png,0.9841,0.0004986972320658728,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/1758.rf.c02c845927456dd5f9276af9fca818ca.jpg
5.5541,균열,1,0.1172,data/crack_only_gan_optimized_1100/train/B/00633_crackseg_train_crackseg_train_3517.rf.5a7a5cdd8fef14659d36ec2fbae0b65a.jpg,data/crack_only_gan_optimized_1100/train/mask/00633_crackseg_train_crackseg_train_3517.rf.5a7a5cdd8fef14659d36ec2fbae0b65a.png,0.020606,crackseg_train,B_0154.png,B_0154.png,0.9935,0.001176602593035661,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3517.rf.5a7a5cdd8fef14659d36ec2fbae0b65a.jpg
7.7736,균열,1,0.2040,data/crack_only_gan_optimized_1100/train/B/00580_crackseg_train_crackseg_train_2502.rf.4acff278a8b6442ff80b08fa1834e743.jpg,data/crack_only_gan_optimized_1100/train/mask/00580_crackseg_train_crackseg_train_2502.rf.4acff278a8b6442ff80b08fa1834e743.png,0.025737,crackseg_train,B_0155.png,B_0155.png,0.9454,0.0012686747354042766,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2502.rf.4acff278a8b6442ff80b08fa1834e743.jpg
13.2581,균열,1,0.4147,data/crack_only_gan_optimized_1100/train/B/00896_crackseg_test_crackseg_test_3049.rf.4cf26f933dc21c9d1fda9807c0b3d35d.jpg,data/crack_only_gan_optimized_1100/train/mask/00896_crackseg_test_crackseg_test_3049.rf.4cf26f933dc21c9d1fda9807c0b3d35d.png,0.030533,crackseg_test,B_0156.png,B_0156.png,0.8797,0.0014236481662751183,/home/lim-hyun-su/defect_synthesis/crack-seg/images/test/3049.rf.4cf26f933dc21c9d1fda9807c0b3d35d.jpg
7.8600,균열,1,0.1658,data/crack_only_gan_optimized_1100/train/B/00947_crackseg_train_crackseg_train_1698.rf.9ede5036d740e59aeebb887381ccbcfa.jpg,data/crack_only_gan_optimized_1100/train/mask/00947_crackseg_train_crackseg_train_1698.rf.9ede5036d740e59aeebb887381ccbcfa.png,0.018820,crackseg_train,B_0157.png,B_0157.png,0.9869,0.001931507480703476,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/1698.rf.9ede5036d740e59aeebb887381ccbcfa.jpg
5.6081,균열,1,0.1157,data/crack_only_gan_optimized_1100/train/B/00579_crackseg_train_crackseg_train_3245.rf.73adbe7bfecd572da482c2ed31a635c9.jpg,data/crack_only_gan_optimized_1100/train/mask/00579_crackseg_train_crackseg_train_3245.rf.73adbe7bfecd572da482c2ed31a635c9.png,0.020525,crackseg_train,B_0158.png,B_0158.png,0.9944,0.0024587187128854576,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3245.rf.73adbe7bfecd572da482c2ed31a635c9.jpg
7.8491,균열,1,0.1476,data/crack_only_gan_optimized_1100/train/B/00965_crackseg_train_crackseg_train_3144.rf.37fe6777272459c6a6fce3dd98339afa.jpg,data/crack_only_gan_optimized_1100/train/mask/00965_crackseg_train_crackseg_train_3144.rf.37fe6777272459c6a6fce3dd98339afa.png,0.018809,crackseg_train,B_0159.png,B_0159.png,0.9867,0.002568033535271408,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3144.rf.37fe6777272459c6a6fce3dd98339afa.jpg
